app_name,release_date,item_id,precio
Nimbus,2010-10-25,50000,9.99
Civilization V - Babylon (Nebuchadnezzar II),2010-10-25,16868,4.99
DeathSpank,2010-10-25,18040,14.99
Virtua Fighter™ 2,2010-10-26,71115,2.99
Columns™ III,2010-10-26,34317,2.99
Sword of Vermilion™,2010-10-26,71114,2.99
Golden Axe™ II,2010-10-26,71112,2.99
Sonic The Hedgehog,2010-10-26,71113,4.99
Flicky™,2010-10-26,71111,2.99
ESWAT™: City Under Siege,2010-10-26,71110,2.99
Ecco™: The Tides of Time,2010-10-26,34319,2.99
Decap Attack™,2010-10-26,34318,2.99
Bio-Hazard Battle™,2010-10-26,34316,2.99
Alien Storm,2010-10-26,34315,2.99
Shank,2010-10-25,6120,9.99
The Ball,2010-10-26,35460,9.99
STAR WARS™: The Force Unleashed™ II,2010-10-26,32500,19.99
Flight Control HD,2010-11-18,62000,4.99
Patrician III,2010-11-18,33570,4.99
BIT.TRIP BEAT,2010-11-02,63700,9.99
Theatre of War 2 - Battle for Caen,2010-11-02,46362,1.99
Woody Two-Legs: Attack of the Zombie Pirates,2010-11-02,49320,4.99
Clones,2010-11-18,72400,4.99
Victoria II: Interwar Spritepack,2010-11-02,42964,1.99
Front Mission Evolved: Wanzer Pack 2,2010-11-02,43011,3.99
Pound of Ground,2010-11-05,33980,9.99
Pat & Mat,2009-10-01,65710,6.99
Alternativa,2010-11-03,33990,12.99
Fish Fillets 2,2007-04-05,33950,4.99
Archon Classic,2010-11-02,65400,9.99
Call of Duty®: Black Ops,2010-11-09,42700,39.99
Rhythm Zone Tornado Visualizer DLC,2010-11-09,38923,0.99
Arcadia,2010-12-02,72500,4.99
Oddworld: Munch's Oddysee,2010-12-20,15740,4.99
Rhythm Zone DJ Table Visualizer DLC,2010-11-09,38924,1.99
Oddworld: Stranger's Wrath HD,2010-12-20,15750,9.99
Clickr,2010-12-23,45500,4.99
Back to the Future: The Game,2010-12-23,31290,19.99
Grand Theft Auto III,2002-05-21,12100,9.99
Grand Theft Auto: San Andreas,2005-06-06,12120,14.99
Lara Croft GoL: Raziel and Kain Character Pack,2011-01-07,35135,3.49
Lara Croft GoL: Things that Go Boom - Challenge Pack 2,2011-01-07,35137,3.49
Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,2011-01-07,35138,3.49
Lara Croft GoL: All the Trappings - Challenge Pack 1,2011-01-07,35136,3.49
Grand Theft Auto: Vice City,2003-05-13,12110,9.99
Zeit²,2011-01-12,33390,9.99
A.R.E.S.: Extinction Agenda,2011-01-20,92300,4.99
APOX,2011-01-20,80000,14.99
Dead Space™ 2,2011-01-25,47780,19.99
Drawn®: The Painted Tower,2011-01-19,51060,9.99
Kaptain Brawe: A Brawe New World,2011-01-20,65080,4.99
Wonder Boy III: Monster Lair,2011-01-26,71168,2.99
Monday Night Combat,2011-01-24,63200,4.99
Luxor: 5th Passage,2011-01-25,60340,9.99
Alien Soldier,2011-01-26,71116,2.99
Shining in the Darkness,2011-01-26,71161,2.99
Light Crusader,2011-01-26,71119,2.99
Landstalker: The Treasures of King Nole,2011-01-26,71118,2.99
Gunstar Heroes,2011-01-26,71117,2.99
ToeJam & Earl,2011-01-26,71166,4.99
Streets of Rage 2,2011-01-26,71165,2.99
Sonic The Hedgehog 2,2011-01-26,71163,4.99
Streets of Rage,2011-01-26,71164,2.99
Sonic 3 &  Knuckles,2011-01-26,71162,4.99
Shining Force II,2011-01-26,71160,2.99
Shining Force,2011-01-26,71120,2.99
The Sims™ 3,2009-06-02,47890,19.99
Ship Simulator Extremes: Sigita Pack,2011-01-26,48802,3.99
The Sims™ 3 Fast Lane Stuff,2010-09-07,47896,19.99
The Sims™ 3 World Adventures,2009-11-17,47892,19.99
The Sims™ 3 Late Night,2010-10-26,47894,19.99
The Sims™ 3 Ambitions,2010-06-02,47893,19.99
The Sims™ 3 High-End Loft Stuff,2010-02-02,47895,19.99
Trino,2011-01-27,42000,4.99
Mishap 2: An Intentional Haunting - Collector's Edition,2011-01-28,47570,14.99
The Sims™ 3 Outdoor Living Stuff,2011-02-01,47897,19.99
Who's That Flying?!,2011-01-31,57700,5.99
Myst: Masterpiece Edition,2011-02-02,63660,5.99
Guardians of Graxia: Elves & Dwarves,2011-02-01,90504,2.99
Two Worlds II HD,2011-02-03,7520,19.99
YOU DON’T KNOW JACK®,2011-02-08,99200,0.0
Test Drive Unlimited 2,1900-01-01,9930,19.99
King Arthur: The Druids,2011-02-03,24449,3.99
Gratuitous Space Battles: Galactic Conquest,2011-02-11,41814,6.99
The Kings' Crusade: New Allies,2011-02-09,42925,3.99
DUNGEONS - Steam Special Edition,2011-02-10,57650,9.99
AI War: Light of the Spire,2011-02-14,40407,4.99
Drakensang: The River of Time,2011-01-11,33770,19.99
RISK™: Factions,2011-03-08,47800,9.99
Crazy Machines 2: Time Travel Add-On,2011-03-11,18408,4.99
BIT.TRIP RUNNER,2011-02-28,63710,9.99
Homefront,2011-03-14,55100,19.99
Fate of the World,2011-02-28,80200,9.99
B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28,92400,2.99
"Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack",2011-02-28,56436,0.99
"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",2011-02-28,56435,0.99
"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2011-02-28,56433,2.99
"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011-02-28,56432,0.99
"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",2011-02-28,56431,0.99
RIFT,2013-10-24,39120,0.0
"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28,56437,29.99
Dinner Date,2011-03-01,94000,3.99
"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011-02-28,56434,2.99
Shadow Harvest: Phantom Ops,2011-04-05,92700,9.99
Cities in Motion: Design Classics,2011-04-05,73012,3.99
Ship Simulator Extremes: Ferry Pack,2011-04-05,48803,3.99
"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",2011-04-06,56536,6.99
STCC The Game 2 – Expansion Pack for RACE 07,2011-04-08,44620,3.99
Anomaly: Warzone Earth,2011-04-08,91200,9.99
Armada 2526,2010-06-10,46790,14.99
Darkest Hour: A Hearts of Iron Game,2011-04-08,73170,9.99
Dungeons: Into the Dark DLC Pack,2011-04-11,57655,3.99
Dino D-Day,2011-04-08,70000,9.99
Patrician IV: Rise of a Dynasty,2011-04-11,57730,9.99
Portal 2,2011-04-18,620,19.99
Magicka: Vietnam,2011-04-12,42918,4.99
Sanctum,2011-04-15,91600,9.99
Majesty 2 Collection,2011-04-19,73020,19.99
"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2011-05-26,56482,2.99
Dawn of War II: Retribution – The Last Stand,2011-04-20,56438,9.99
"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2011-05-26,56481,2.99
Frozen Synapse,2011-05-26,98200,24.99
"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2011-05-26,56480,2.99
Winter Voices Episode 4: Amethyst Rivers,2011-05-27,72905,4.99
Hunted: The Demon’s Forge™,2011-05-30,22450,4.99
Hamilton's Great Adventure,2011-05-31,42140,9.99
The Sims™ 3 Generations,2011-05-31,47898,19.99
Cities in Motion: Tokyo,2011-05-31,73181,5.99
Magicka: Nippon,2011-05-31,73031,0.99
Ghostbusters: Sanctum of Slime Challenge Pack DLC,2011-06-01,9992,1.99
Still Life 2,2009-08-10,46490,7.99
Still Life,2005-06-06,46480,7.99
Call of Duty®: Black Ops Escalation Content Pack,2011-06-02,42718,14.99
Dungeon Siege III,2011-06-20,39160,14.99
Duke Nukem Forever,2011-06-13,57900,19.99
A.V.A. Alliance of Valiant Arms™,2011-06-14,102700,0.0
Champions Online,2009-09-01,9880,0.0
Spiral Knights,2011-06-14,99900,0.0
Spectromancer - Truth & Beauty,2011-06-13,22520,9.99
Cities in Motion: Design Now,2011-06-14,73014,3.99
Two Worlds II Castle Defense,2011-06-14,7530,9.99
The Cat and the Coup,2011-06-15,95700,0.0
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,49470,19.99
Ancients of Ooga,2011-05-20,91810,9.99
Beat Hazard Ultra,2011-06-16,49604,4.99
Frozen Synapse: Soundtrack,2011-06-16,98210,5.99
Solar 2,2011-06-17,97000,9.99
Ironclads: Schleswig War 1864,2011-06-21,46760,9.99
Ironclads: Anglo Russian War 1866,2011-06-21,46830,9.99
Magicka: Final Frontier,2011-06-21,73035,2.99
Ironclads: Chincha Islands War 1866,2011-06-21,46840,9.99
F.E.A.R. 3,2011-06-21,21100,19.99
Magicka: Frozen Lake,2011-06-21,73037,1.99
Magicka: The Watchtower,2011-06-21,73036,1.99
Trainz Simulator DLC: The Duchess,2011-06-22,24635,19.99
Magicka: Party Robes,2011-06-21,901679,1.99
Europa Universalis III: Western - AD 1400 Spritepack,2011-06-23,25810,1.99
Dungeons and Dragons: Daggerdale,2011-06-24,99100,14.99
RETRO – Expansion Pack for RACE 07,2011-06-23,44660,3.99
Farming Simulator 2011 Equipment Pack 2,2011-06-24,90209,6.99
Europa Universalis III: Eastern - AD 1400 Spritepack,2011-06-23,25809,1.99
Hearts of Iron III: For the Motherland,2011-06-28,42903,4.99
Worms Reloaded: Puzzle Pack,2011-06-30,22631,4.99
Worms Reloaded: Retro Pack,2011-06-30,22634,4.99
Worms Reloaded: Time Attack Pack,2011-06-30,22633,4.99
Dungeons: Map Pack DLC,2011-07-01,57656,2.99
Worms Reloaded: Forts Pack,2011-06-30,22632,4.99
Puzzle Agent 2,2011-06-30,94590,9.99
Killing Floor: Steampunk Character Pack,2011-07-02,35425,7.99
Pride of Nations: Spanish-American War 1898,2011-07-18,73192,3.99
Tobe's Vertical Adventure,2011-07-18,105700,0.99
Fallout New Vegas: Old World Blues,2011-07-18,72750,4.99
"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",2011-07-19,56538,6.99
IL-2 Sturmovik: Cliffs of Dover,2011-07-19,63950,0.0
Lucid,2011-07-19,61100,4.99
Train Simulator: BR Class 421 '4CIG' Loco,2011-07-19,65228,8.99
Homefront: Express 870 Shotgun,2011-07-21,55205,0.99
Runespell: Overture,2011-07-20,102200,9.99
Men of War: Assault Squad - Skirmish Pack,2011-07-21,64013,1.99
Aaaaa! - Brutal Concussion,2011-07-22,15522,1.99
Delve Deeper: Treasures and Tunnels,2011-07-22,63802,0.99
A.R.E.S.: Berzerker Suit,2011-07-22,92302,0.99
Cities in Motion: Metro Stations,2011-07-22,73183,2.99
Nancy Drew®: Secrets Can Kill REMASTERED,2010-08-24,42210,6.99
ARMA: Cold War Assault,2011-08-08,65790,4.99
SpaceChem: 63 Corvi,2011-07-22,92803,1.99
Tropico 4,2011-09-01,57690,14.99
Nancy Drew®: The Captive Curse,2011-06-28,42220,6.99
Nancy Drew®: Trail of the Twister,2010-06-29,42230,6.99
The Clockwork Man,2011-08-10,111000,6.99
Pride of Nations: American Civil War 1862,2011-08-10,73193,3.99
EDGE,2011-08-11,38740,6.99
Civilization V - Civ and Scenario Pack: Korea,2011-08-11,99612,4.99
Civilization V - Scenario Pack: Wonders of the Ancient World,2011-08-11,99614,4.99
Sanctum: Official Soundtrack,2011-08-12,91604,9.99
Hacker Evolution Duality,2011-08-15,70120,4.99
Space Pirates and Zombies,2011-08-15,107200,9.99
Section 8: Prejudice Frontier Colonies Map Pack,2011-08-16,97108,3.99
Section 8: Prejudice Blitz Pack,2011-08-16,97106,2.99
Section 8: Prejudice Overdrive Map Pack,2011-08-16,97107,3.99
"Warhammer 40,000: Dawn of War II - Ultramarines Pack",2011-08-16,56487,6.99
Fallout New Vegas®: Lonesome Road™,2011-09-20,72760,4.99
Puzzle Pirates,2011-08-31,99910,0.0
The Baconing,2011-08-31,18070,14.99
"Warhammer 40,000: Space Marine",2011-09-05,55150,29.99
Men of War: Vietnam,2011-09-08,63940,7.99
Hard Reset Extended Edition,2012-07-12,98400,14.99
Pride of Nations: The Franco-Prussian War 1870,2011-09-06,73194,3.99
Wasteland Angel,2011-09-01,46520,9.99
Rock of Ages,2011-09-07,22230,9.99
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,35450,19.99
Call of Juarez®: The Cartel,2011-09-13,33420,9.99
Cities in Motion: German Cities,2011-09-14,73185,5.99
Magic: The Gathering 2012 - Expansion,2011-09-14,49473,4.99
Sengoku,2011-09-15,73210,9.99
Astro Tripper,2011-09-15,110600,4.99
Nancy Drew®: Shadow at the Water's Edge,2010-10-19,200080,6.99
Two Worlds II - Pirates of the Flying Fortress,2011-09-20,200440,9.99
Bunch of Heroes,2011-09-21,111400,4.99
Duke Nukem Forever: Hail to the Icons Parody Pack,2011-10-11,57923,9.99
Might & Magic: Heroes VI,2011-10-13,48220,19.99
Supreme Commander: Forged Alliance,2011-09-28,9420,14.99
The Binding of Isaac,2011-09-28,113200,4.99
Farming Simulator 2011 Equipment Pack 3,2011-09-29,90208,6.99
Off-Road Drive,2011-09-29,200230,4.99
Supreme Commander,2007-02-20,9350,14.99
Fate of the World: Tipping Point,2011-09-29,901776,18.99
Post Apocalyptic Mayhem: DLC - Chaos Pack,2011-09-29,201100,1.99
Fate of the World: Denial,2011-09-29,80202,2.99
Fate of the World: Migration,2011-09-29,80204,4.99
Sniper: Ghost Warrior - Second Strike,2011-09-09,34842,1.99
Air Conflicts: Secret Wars,2011-09-30,95900,5.99
Fate of the World: Extras Pack,2011-09-29,80207,3.99
Dead Rising 2: Off the Record,2011-10-11,45770,19.99
The Baconing DLC - Roesha – One Bad Mutha Co-op Character,2011-10-11,18080,1.99
Disciples III - Resurrection,2011-10-11,200670,14.99
Memoir '44 Online,2011-10-12,108210,0.0
Train Simulator: Amtrak Acela Express EMU Add-On,2011-10-13,65231,8.99
Costume Quest,2011-10-14,115100,9.99
The Sims™ 3 Pets,2011-10-18,47930,19.99
Gratuitous Space Battles: The Parasites,2011-10-17,41816,5.99
Serious Sam: The Random Encounter,2011-10-24,201480,4.99
Before the Echo,2011-10-20,200910,4.99
Puzzler World 2,2011-10-24,200130,4.99
Airline Tycoon 2,2011-10-24,201490,9.99
ArcaniA: Fall of Setarrif,2011-10-24,65610,14.99
The Haunted: Hells Reach,2011-10-24,43190,8.99
Orcs Must Die! - Artifacts of Power,2011-10-25,102622,1.99
Dungeon Siege III: Treasures of the Sun,2011-10-25,39270,6.99
DC Universe™ Online,2011-11-02,24200,0.0
Saints Row: The Third Initiation Station,2011-11-01,55370,0.0
Tropico 4: Junta Military DLC,2011-11-03,57696,2.99
Sonic Generations Collection,2011-11-03,71340,19.99
Nancy Drew®: Alibi in Ashes,2011-11-02,202670,6.99
Orcs Must Die! - Lost Adventures,2011-11-08,102623,2.99
Call of Duty®: Modern Warfare® 3,2011-11-08,115300,39.99
L.A. Noire,2011-11-08,110800,19.99
L.A. Noire: DLC Bundle,2011-11-08,110810,11.99
Men of War: Assault Squad - MP Supply Pack Charlie,2011-11-09,64016,1.99
Jamestown Soundtrack,2011-11-10,94203,4.99
"Jamestown: Gunpowder, Treason, & Plot",2011-11-10,94202,2.99
Dungeon Defenders Halloween Costume Pack,2011-11-11,202520,0.99
Dungeon Defenders Capture the Flag Pre-Alpha Pass (Free DLC),2011-11-11,202523,0.0
Dungeon Defenders Halloween Mission Pack,2011-11-11,202521,1.99
Fractal: Make Blooms Not War,2011-11-29,61310,6.99
Magicka: Horror Props Item Pack,2011-11-29,73092,2.99
SkyDrift,2011-11-21,91100,9.99
Magicka: Holiday Spirit Item Pack,2011-11-29,73091,1.99
Total War: SHOGUN 2 - The Hattori Clan Pack,2011-11-30,34345,4.99
Total War: Shogun 2 - Blood Pack DLC,2011-11-30,201272,1.59
Magicka: The Stars Are Left,2011-11-29,73058,5.99
Europa Universalis III: Reformation SpritePack,2011-11-30,25812,1.99
Europa Universalis III: Enlightenment SpritePack,2011-11-30,25811,1.99
Real Warfare 1242,2010-06-11,46350,3.99
Batman Arkham City: Nightwing Bundle,2011-12-01,200880,0.0
Galactic Civilizations® II: Ultimate Edition,2011-12-02,202200,19.99
Train Simulator: West Coast Main Line North Route Add-On,2011-12-01,24083,12.99
APB Reloaded,2011-12-06,113400,0.0
Blackwell Unbound,2012-01-13,80340,4.99
Batman Arkham City: Robin Bundle,2011-12-01,200870,0.0
Men of War: Assault Squad - Skirmish Pack 2,2011-12-12,64017,1.99
Killing Floor - Steampunk Character Pack 2,2011-12-07,35429,7.99
Flatout 3: Chaos & Destruction,2011-12-13,201510,9.99
Assassin's Creed Revelations - The Ancestors Character Pack,2011-12-13,201877,3.99
Dungeon Defenders The Great Turkey Hunt! Mission & Costumes,2011-12-13,203700,1.99
Tropico 4: Plantador DLC,2011-12-14,57695,2.99
Earth Defense Force: Insect Armageddon,2011-12-14,23530,9.99
Magic 2012 Deck Pack 2,2011-12-14,49475,2.99
"Warhammer 40,000: Space Marine - Golden Relic Chainsword",2011-12-15,55344,0.99
"Warhammer 40,000: Space Marine - Traitor Legions Pack",2011-12-15,55341,0.99
Dungeons of Dredmor: Realm of the Diggle Gods,2011-12-14,98820,2.99
"Warhammer 40,000: Space Marine - Emperor’s Elite Pack",2011-12-15,55340,0.99
Pirates of Black Cove: Origins,2011-12-15,49337,4.99
"Warhammer 40,000: Space Marine - Golden Relic Bolter",2011-12-15,55343,0.99
Sanctum: X-Mas Carnage (Free DLC),2011-12-15,91616,0.0
X3: Albion Prelude,2011-12-15,201310,9.99
Trine 2: Complete Story,2013-06-06,35720,19.99
Dungeon Defenders - Quest for the Lost Eternia Shards Part 1,2011-12-15,204381,3.99
Satazius Demo,2011-12-16,204010,0.0
Bunch of Heroes: Holiday Pack (Free DLC),2011-12-19,111403,0.0
SATAZIUS,2011-12-16,203990,5.99
Fable - The Lost Chapters,2011-12-19,204030,9.99
Renegade Ops - Reinforcement Pack,2011-12-19,200620,2.99
Crazy Machines 2: Happy New Year DLC,2011-12-19,202452,2.99
Dungeon Defenders - Etherian Holiday Extravaganza,2011-12-20,204380,1.99
Saints Row: The Third Warrior Pack,2011-12-20,55395,2.99
Renegade Ops - Coldstrike Campaign,2011-12-19,200610,4.99
"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",2011-12-20,55471,2.99
"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",2011-12-20,55473,2.99
"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",2011-12-20,55472,2.99
"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",2011-12-20,55470,2.99
"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",2011-12-20,55347,9.99
Earth Defense Force Tactician Advanced Tech Package,2011-12-20,23553,0.99
Earth Defense Force Aerialist Munitions Package,2011-12-20,23552,0.99
Earth Defense Force Trooper Special Issue Enforcer Package,2011-12-20,23551,0.99
Batman Arkham City: Challenge Map Pack,2011-12-21,200890,0.0
Batman Arkham City: Arkham City Skins Pack,2011-12-21,200860,0.0
Earth Defense Force Battle Armor Weapon Chest,2011-12-20,23550,0.99
Oil Rush,2012-01-25,200390,7.99
Train Simulator: Woodhead Route Add-On,2012-01-26,65244,12.99
King Arthur II: The Role-Playing Wargame,2012-01-27,24480,9.99
King Arthur II: Dead Legions,2012-01-27,24488,4.99
Serious Sam 2,2005-10-11,204340,9.99
Fortune Summoners,2012-01-30,203510,19.99
Star Trek Online,2010-02-02,9900,0.0
Dungeon Defenders: Barbarian Hero DLC,2012-01-31,204386,2.99
Dungeon Defenders: Assault Mission Pack,2012-01-31,204385,1.99
Jagged Alliance - Back in Action,2012-02-08,57740,19.99
Pineapple Smash Crew,2012-02-02,204390,9.99
Victoria II: A House Divided,2012-02-02,42968,9.99
PixelJunk™ Eden,2012-02-02,105800,9.99
Pixeljunk Eden Soundtrack,2012-02-02,105802,5.99
Snuggle Truck,2012-02-03,111100,4.99
Titan Attacks!,2012-02-03,203210,9.99
Dead Rising 2: Off the Record BBQ Chef Skills Pack,2012-02-06,45773,0.0
Dead Rising 2: Off the Record COSPLAY Skills Pack,2012-02-06,45774,0.0
Choplifter HD - Night Avenger Chopper,2012-02-14,205160,0.99
Crusader Kings II,2012-02-14,203770,39.99
Crusader Kings II: Dynasty Shields,2012-02-14,203772,1.99
Crusader Kings II: Mongol Faces,2012-02-14,203773,1.99
Xotic DLC: Pipe Works Expansion Pack,2012-02-15,92620,1.99
Choplifter HD - Zombie Zombie Zombie,2012-02-14,205120,0.0
Alan Wake,2012-02-16,108710,9.99
Train Simulator: Glasgow Airport Rail Link Route Add-On,2010-05-05,24065,19.99
Magicka: Lonely Island Cruise,2012-02-16,73039,1.99
Postal III,2011-12-21,10220,11.99
Starpoint Gemini,2012-02-16,108110,13.99
Dustforce Soundtrack,2012-02-17,65302,3.99
Realm of the Mad God,2012-02-20,200210,0.0
Hearts of Iron III: Dies Irae Stars & Stripes Spritepack,2012-02-20,42905,1.99
Saints Row: The Third - Gangstas in Space,2012-02-21,55381,6.99
Pickers,2012-02-22,204440,9.99
1000 Amps,2012-02-22,205690,4.99
Assassin's Creed® Revelations - The Lost Archive,2012-02-28,201882,9.99
Rayman® Origins,2012-03-29,207490,19.99
Painkiller: Recurring Evil,2012-02-29,206760,9.99
Spiral Knights: Operation Crimson Hammer,2012-02-29,206521,5.99
Train Simulator: DB Freight: 1970s Loco Add-On,2012-03-01,65249,12.99
Cities In Motion: Design Dreams,2012-02-29,206710,3.99
Vessel,2012-03-01,108500,19.99
iBomber Defense Pacific,2012-03-01,206690,4.99
Luxor Evolved,2012-03-01,205830,9.99
Alan Wake Collector's Edition Extras,2012-03-02,108726,9.99
The Sims™ 3 Showtime,2012-03-06,47932,19.99
Stacking,2012-03-06,115110,9.99
Containment: The Zombie Puzzler,2012-03-02,203560,4.99
Train Simulator: Cologne-Dusseldorf Route Add-On,2012-03-08,65246,19.99
Train Simulator: South West Trains Class 444 EMU Add-On,2012-03-08,65253,8.99
Wizorb,2012-03-14,207420,2.99
Defenders of Ardania,2012-03-14,73060,9.99
Jane's Advanced Strike Fighters,2012-03-08,207790,9.99
Bumbledore,2012-03-15,207710,4.99
Dungeon Defenders - President's Day Surprise,2012-03-15,204388,1.99
ToeJam & Earl in Panic on Funkotron,2012-03-14,71167,4.99
Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,2012-03-15,204382,3.99
Cubemen,2012-03-16,207250,3.99
Myst V,2012-03-16,208110,9.99
Dungeon Defenders Lucky Costume Pack,2012-03-16,208540,0.99
Space Ark,2012-03-16,19320,4.99
Ys: The Oath in Felghana,2012-03-19,207320,14.99
Take On Helicopters: Hinds,2012-03-20,65733,8.99
Waveform,2012-03-20,204180,1.99
Saints Row: The Third - The Trouble with Clones DLC,2012-03-20,55382,6.99
Mutant Storm: Reloaded,2012-03-21,110630,4.99
Warp,2012-03-21,102850,9.99
Kingdoms of Amalur: Reckoning - Legend of Dead Kel,2012-03-20,102510,9.99
Total War: Shogun 2 - Fall of the Samurai,2012-03-22,201271,29.99
Yesterday,2012-03-22,205840,9.99
Fowl Space,2012-03-21,109500,4.99
Crazy Machines Elements DLC - Collision Course & Mental Activity,2012-03-23,206416,2.99
Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,208630,9.99
Midnight Mysteries 4: Haunted Houdini,2012-03-28,208640,9.99
Tropico 4: Modern Times,2012-03-29,205630,6.99
3SwitcheD,2012-03-29,206610,9.99
