app_name,release_date,id,precios
Lara Croft GoL: Things that Go Boom - Challenge Pack 2,2011-01-07,35137,1
Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,2011-01-07,35138,1
Lara Croft GoL: All the Trappings - Challenge Pack 1,2011-01-07,35136,1
Grand Theft Auto: Vice City,2003-05-13,12110,2
Zeit²,2011-01-12,33390,2
A.R.E.S.: Extinction Agenda,2011-01-20,92300,1
APOX,2011-01-20,80000,2
Dead Space™ 2,2011-01-25,47780,3
Drawn®: The Painted Tower,2011-01-19,51060,2
Kaptain Brawe: A Brawe New World,2011-01-20,65080,1
Wonder Boy III: Monster Lair,2011-01-26,71168,1
Monday Night Combat,2011-01-24,63200,1
Luxor: 5th Passage,2011-01-25,60340,2
Alien Soldier,2011-01-26,71116,1
Shining in the Darkness,2011-01-26,71161,1
Light Crusader,2011-01-26,71119,1
Landstalker: The Treasures of King Nole,2011-01-26,71118,1
Gunstar Heroes,2011-01-26,71117,1
ToeJam & Earl,2011-01-26,71166,1
Streets of Rage 2,2011-01-26,71165,1
Sonic The Hedgehog 2,2011-01-26,71163,1
Streets of Rage,2011-01-26,71164,1
Sonic 3 &  Knuckles,2011-01-26,71162,1
Shining Force II,2011-01-26,71160,1
Shining Force,2011-01-26,71120,1
The Sims™ 3,2009-06-02,47890,3
Ship Simulator Extremes: Sigita Pack,2011-01-26,48802,1
The Sims™ 3 Fast Lane Stuff,2010-09-07,47896,3
The Sims™ 3 World Adventures,2009-11-17,47892,3
The Sims™ 3 Late Night,2010-10-26,47894,3
The Sims™ 3 Ambitions,2010-06-02,47893,3
The Sims™ 3 High-End Loft Stuff,2010-02-02,47895,3
Trino,2011-01-27,42000,1
Mishap 2: An Intentional Haunting - Collector's Edition,2011-01-28,47570,2
The Sims™ 3 Outdoor Living Stuff,2011-02-01,47897,3
Who's That Flying?!,2011-01-31,57700,2
Myst: Masterpiece Edition,2011-02-02,63660,2
Guardians of Graxia: Elves & Dwarves,2011-02-01,90504,1
Two Worlds II HD,2011-02-03,7520,3
YOU DON’T KNOW JACK®,2011-02-08,99200,0
Test Drive Unlimited 2,1900-01-01,9930,3
King Arthur: The Druids,2011-02-03,24449,1
Gratuitous Space Battles: Galactic Conquest,2011-02-11,41814,2
The Kings' Crusade: New Allies,2011-02-09,42925,1
DUNGEONS - Steam Special Edition,2011-02-10,57650,2
AI War: Light of the Spire,2011-02-14,40407,1
Drakensang: The River of Time,2011-01-11,33770,3
RISK™: Factions,2011-03-08,47800,2
Crazy Machines 2: Time Travel Add-On,2011-03-11,18408,1
BIT.TRIP RUNNER,2011-02-28,63710,2
Homefront,2011-03-14,55100,3
Fate of the World,2011-02-28,80200,2
B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28,92400,1
"Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack",2011-02-28,56436,1
"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",2011-02-28,56435,1
"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2011-02-28,56433,1
"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011-02-28,56432,1
"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",2011-02-28,56431,1
RIFT,2013-10-24,39120,0
"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28,56437,3
Dinner Date,2011-03-01,94000,1
"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011-02-28,56434,1
Shadow Harvest: Phantom Ops,2011-04-05,92700,2
Cities in Motion: Design Classics,2011-04-05,73012,1
Ship Simulator Extremes: Ferry Pack,2011-04-05,48803,1
"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",2011-04-06,56536,2
STCC The Game 2 – Expansion Pack for RACE 07,2011-04-08,44620,1
Anomaly: Warzone Earth,2011-04-08,91200,2
Armada 2526,2010-06-10,46790,2
Darkest Hour: A Hearts of Iron Game,2011-04-08,73170,2
Dungeons: Into the Dark DLC Pack,2011-04-11,57655,1
Dino D-Day,2011-04-08,70000,2
Patrician IV: Rise of a Dynasty,2011-04-11,57730,2
Portal 2,2011-04-18,620,3
Magicka: Vietnam,2011-04-12,42918,1
Sanctum,2011-04-15,91600,2
Majesty 2 Collection,2011-04-19,73020,3
"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2011-05-26,56482,1
Dawn of War II: Retribution – The Last Stand,2011-04-20,56438,2
"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2011-05-26,56481,1
Frozen Synapse,2011-05-26,98200,3
"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2011-05-26,56480,1
Winter Voices Episode 4: Amethyst Rivers,2011-05-27,72905,1
Hunted: The Demon’s Forge™,2011-05-30,22450,1
Hamilton's Great Adventure,2011-05-31,42140,2
The Sims™ 3 Generations,2011-05-31,47898,3
Cities in Motion: Tokyo,2011-05-31,73181,2
Magicka: Nippon,2011-05-31,73031,1
Ghostbusters: Sanctum of Slime Challenge Pack DLC,2011-06-01,9992,1
Still Life 2,2009-08-10,46490,2
Still Life,2005-06-06,46480,2
Call of Duty®: Black Ops Escalation Content Pack,2011-06-02,42718,2
Dungeon Siege III,2011-06-20,39160,2
Duke Nukem Forever,2011-06-13,57900,3
A.V.A. Alliance of Valiant Arms™,2011-06-14,102700,0
Champions Online,2009-09-01,9880,0
Spiral Knights,2011-06-14,99900,0
Spectromancer - Truth & Beauty,2011-06-13,22520,2
Cities in Motion: Design Now,2011-06-14,73014,1
Two Worlds II Castle Defense,2011-06-14,7530,2
The Cat and the Coup,2011-06-15,95700,0
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,49470,3
Ancients of Ooga,2011-05-20,91810,2
Beat Hazard Ultra,2011-06-16,49604,1
Frozen Synapse: Soundtrack,2011-06-16,98210,2
Solar 2,2011-06-17,97000,2
Ironclads: Schleswig War 1864,2011-06-21,46760,2
Ironclads: Anglo Russian War 1866,2011-06-21,46830,2
Magicka: Final Frontier,2011-06-21,73035,1
Ironclads: Chincha Islands War 1866,2011-06-21,46840,2
F.E.A.R. 3,2011-06-21,21100,3
Magicka: Frozen Lake,2011-06-21,73037,1
Magicka: The Watchtower,2011-06-21,73036,1
Trainz Simulator DLC: The Duchess,2011-06-22,24635,3
Magicka: Party Robes,2011-06-21,901679,1
Europa Universalis III: Western - AD 1400 Spritepack,2011-06-23,25810,1
Dungeons and Dragons: Daggerdale,2011-06-24,99100,2
RETRO – Expansion Pack for RACE 07,2011-06-23,44660,1
Farming Simulator 2011 Equipment Pack 2,2011-06-24,90209,2
Europa Universalis III: Eastern - AD 1400 Spritepack,2011-06-23,25809,1
Hearts of Iron III: For the Motherland,2011-06-28,42903,1
Worms Reloaded: Puzzle Pack,2011-06-30,22631,1
Worms Reloaded: Retro Pack,2011-06-30,22634,1
Worms Reloaded: Time Attack Pack,2011-06-30,22633,1
Dungeons: Map Pack DLC,2011-07-01,57656,1
Worms Reloaded: Forts Pack,2011-06-30,22632,1
Puzzle Agent 2,2011-06-30,94590,2
Killing Floor: Steampunk Character Pack,2011-07-02,35425,2
Pride of Nations: Spanish-American War 1898,2011-07-18,73192,1
Tobe's Vertical Adventure,2011-07-18,105700,1
Fallout New Vegas: Old World Blues,2011-07-18,72750,1
"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",2011-07-19,56538,2
IL-2 Sturmovik: Cliffs of Dover,2011-07-19,63950,0
Lucid,2011-07-19,61100,1
Train Simulator: BR Class 421 '4CIG' Loco,2011-07-19,65228,2
Homefront: Express 870 Shotgun,2011-07-21,55205,1
Runespell: Overture,2011-07-20,102200,2
Men of War: Assault Squad - Skirmish Pack,2011-07-21,64013,1
Aaaaa! - Brutal Concussion,2011-07-22,15522,1
Delve Deeper: Treasures and Tunnels,2011-07-22,63802,1
A.R.E.S.: Berzerker Suit,2011-07-22,92302,1
Cities in Motion: Metro Stations,2011-07-22,73183,1
Nancy Drew®: Secrets Can Kill REMASTERED,2010-08-24,42210,2
ARMA: Cold War Assault,2011-08-08,65790,1
SpaceChem: 63 Corvi,2011-07-22,92803,1
Tropico 4,2011-09-01,57690,2
Nancy Drew®: The Captive Curse,2011-06-28,42220,2
Nancy Drew®: Trail of the Twister,2010-06-29,42230,2
The Clockwork Man,2011-08-10,111000,2
Pride of Nations: American Civil War 1862,2011-08-10,73193,1
EDGE,2011-08-11,38740,2
Civilization V - Civ and Scenario Pack: Korea,2011-08-11,99612,1
Civilization V - Scenario Pack: Wonders of the Ancient World,2011-08-11,99614,1
Sanctum: Official Soundtrack,2011-08-12,91604,2
Hacker Evolution Duality,2011-08-15,70120,1
Space Pirates and Zombies,2011-08-15,107200,2
Section 8: Prejudice Frontier Colonies Map Pack,2011-08-16,97108,1
Section 8: Prejudice Blitz Pack,2011-08-16,97106,1
Section 8: Prejudice Overdrive Map Pack,2011-08-16,97107,1
"Warhammer 40,000: Dawn of War II - Ultramarines Pack",2011-08-16,56487,2
Fallout New Vegas®: Lonesome Road™,2011-09-20,72760,1
Puzzle Pirates,2011-08-31,99910,0
The Baconing,2011-08-31,18070,2
"Warhammer 40,000: Space Marine",2011-09-05,55150,3
Men of War: Vietnam,2011-09-08,63940,2
Hard Reset Extended Edition,2012-07-12,98400,2
Pride of Nations: The Franco-Prussian War 1870,2011-09-06,73194,1
Wasteland Angel,2011-09-01,46520,2
Rock of Ages,2011-09-07,22230,2
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,35450,3
Call of Juarez®: The Cartel,2011-09-13,33420,2
Cities in Motion: German Cities,2011-09-14,73185,2
Magic: The Gathering 2012 - Expansion,2011-09-14,49473,1
Sengoku,2011-09-15,73210,2
Astro Tripper,2011-09-15,110600,1
Nancy Drew®: Shadow at the Water's Edge,2010-10-19,200080,2
Two Worlds II - Pirates of the Flying Fortress,2011-09-20,200440,2
Bunch of Heroes,2011-09-21,111400,1
Duke Nukem Forever: Hail to the Icons Parody Pack,2011-10-11,57923,2
Might & Magic: Heroes VI,2011-10-13,48220,3
Supreme Commander: Forged Alliance,2011-09-28,9420,2
The Binding of Isaac,2011-09-28,113200,1
Farming Simulator 2011 Equipment Pack 3,2011-09-29,90208,2
Off-Road Drive,2011-09-29,200230,1
Supreme Commander,2007-02-20,9350,2
Fate of the World: Tipping Point,2011-09-29,901776,3
Post Apocalyptic Mayhem: DLC - Chaos Pack,2011-09-29,201100,1
Fate of the World: Denial,2011-09-29,80202,1
Fate of the World: Migration,2011-09-29,80204,1
Sniper: Ghost Warrior - Second Strike,2011-09-09,34842,1
Air Conflicts: Secret Wars,2011-09-30,95900,2
Fate of the World: Extras Pack,2011-09-29,80207,1
Dead Rising 2: Off the Record,2011-10-11,45770,3
The Baconing DLC - Roesha – One Bad Mutha Co-op Character,2011-10-11,18080,1
Disciples III - Resurrection,2011-10-11,200670,2
Memoir '44 Online,2011-10-12,108210,0
Train Simulator: Amtrak Acela Express EMU Add-On,2011-10-13,65231,2
Costume Quest,2011-10-14,115100,2
The Sims™ 3 Pets,2011-10-18,47930,3
Gratuitous Space Battles: The Parasites,2011-10-17,41816,2
Serious Sam: The Random Encounter,2011-10-24,201480,1
Before the Echo,2011-10-20,200910,1
Puzzler World 2,2011-10-24,200130,1
Airline Tycoon 2,2011-10-24,201490,2
ArcaniA: Fall of Setarrif,2011-10-24,65610,2
The Haunted: Hells Reach,2011-10-24,43190,2
Orcs Must Die! - Artifacts of Power,2011-10-25,102622,1
Dungeon Siege III: Treasures of the Sun,2011-10-25,39270,2
DC Universe™ Online,2011-11-02,24200,0
Saints Row: The Third Initiation Station,2011-11-01,55370,0
Tropico 4: Junta Military DLC,2011-11-03,57696,1
Sonic Generations Collection,2011-11-03,71340,3
Nancy Drew®: Alibi in Ashes,2011-11-02,202670,2
Orcs Must Die! - Lost Adventures,2011-11-08,102623,1
Call of Duty®: Modern Warfare® 3,2011-11-08,115300,3
L.A. Noire,2011-11-08,110800,3
L.A. Noire: DLC Bundle,2011-11-08,110810,2
Men of War: Assault Squad - MP Supply Pack Charlie,2011-11-09,64016,1
Jamestown Soundtrack,2011-11-10,94203,1
"Jamestown: Gunpowder, Treason, & Plot",2011-11-10,94202,1
Dungeon Defenders Halloween Costume Pack,2011-11-11,202520,1
Dungeon Defenders Capture the Flag Pre-Alpha Pass (Free DLC),2011-11-11,202523,0
Dungeon Defenders Halloween Mission Pack,2011-11-11,202521,1
Fractal: Make Blooms Not War,2011-11-29,61310,2
Magicka: Horror Props Item Pack,2011-11-29,73092,1
SkyDrift,2011-11-21,91100,2
Magicka: Holiday Spirit Item Pack,2011-11-29,73091,1
Total War: SHOGUN 2 - The Hattori Clan Pack,2011-11-30,34345,1
Total War: Shogun 2 - Blood Pack DLC,2011-11-30,201272,1
Magicka: The Stars Are Left,2011-11-29,73058,2
Europa Universalis III: Reformation SpritePack,2011-11-30,25812,1
Europa Universalis III: Enlightenment SpritePack,2011-11-30,25811,1
Real Warfare 1242,2010-06-11,46350,1
Batman Arkham City: Nightwing Bundle,2011-12-01,200880,0
Galactic Civilizations® II: Ultimate Edition,2011-12-02,202200,3
Train Simulator: West Coast Main Line North Route Add-On,2011-12-01,24083,2
APB Reloaded,2011-12-06,113400,0
Blackwell Unbound,2012-01-13,80340,1
Batman Arkham City: Robin Bundle,2011-12-01,200870,0
Men of War: Assault Squad - Skirmish Pack 2,2011-12-12,64017,1
Killing Floor - Steampunk Character Pack 2,2011-12-07,35429,2
Flatout 3: Chaos & Destruction,2011-12-13,201510,2
Assassin's Creed Revelations - The Ancestors Character Pack,2011-12-13,201877,1
Dungeon Defenders The Great Turkey Hunt! Mission & Costumes,2011-12-13,203700,1
Tropico 4: Plantador DLC,2011-12-14,57695,1
Earth Defense Force: Insect Armageddon,2011-12-14,23530,2
Magic 2012 Deck Pack 2,2011-12-14,49475,1
"Warhammer 40,000: Space Marine - Golden Relic Chainsword",2011-12-15,55344,1
"Warhammer 40,000: Space Marine - Traitor Legions Pack",2011-12-15,55341,1
Dungeons of Dredmor: Realm of the Diggle Gods,2011-12-14,98820,1
"Warhammer 40,000: Space Marine - Emperor’s Elite Pack",2011-12-15,55340,1
Pirates of Black Cove: Origins,2011-12-15,49337,1
"Warhammer 40,000: Space Marine - Golden Relic Bolter",2011-12-15,55343,1
Sanctum: X-Mas Carnage (Free DLC),2011-12-15,91616,0
X3: Albion Prelude,2011-12-15,201310,2
Trine 2: Complete Story,2013-06-06,35720,3
Dungeon Defenders - Quest for the Lost Eternia Shards Part 1,2011-12-15,204381,1
Satazius Demo,2011-12-16,204010,0
Bunch of Heroes: Holiday Pack (Free DLC),2011-12-19,111403,0
SATAZIUS,2011-12-16,203990,2
Fable - The Lost Chapters,2011-12-19,204030,2
Renegade Ops - Reinforcement Pack,2011-12-19,200620,1
Crazy Machines 2: Happy New Year DLC,2011-12-19,202452,1
Dungeon Defenders - Etherian Holiday Extravaganza,2011-12-20,204380,1
Saints Row: The Third Warrior Pack,2011-12-20,55395,1
Renegade Ops - Coldstrike Campaign,2011-12-19,200610,1
"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",2011-12-20,55471,1
"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",2011-12-20,55473,1
"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",2011-12-20,55472,1
"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",2011-12-20,55470,1
"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",2011-12-20,55347,2
Earth Defense Force Tactician Advanced Tech Package,2011-12-20,23553,1
Earth Defense Force Aerialist Munitions Package,2011-12-20,23552,1
Earth Defense Force Trooper Special Issue Enforcer Package,2011-12-20,23551,1
Batman Arkham City: Challenge Map Pack,2011-12-21,200890,0
Batman Arkham City: Arkham City Skins Pack,2011-12-21,200860,0
Earth Defense Force Battle Armor Weapon Chest,2011-12-20,23550,1
Oil Rush,2012-01-25,200390,2
Train Simulator: Woodhead Route Add-On,2012-01-26,65244,2
King Arthur II: The Role-Playing Wargame,2012-01-27,24480,2
King Arthur II: Dead Legions,2012-01-27,24488,1
Serious Sam 2,2005-10-11,204340,2
Fortune Summoners,2012-01-30,203510,3
Star Trek Online,2010-02-02,9900,0
Dungeon Defenders: Barbarian Hero DLC,2012-01-31,204386,1
Dungeon Defenders: Assault Mission Pack,2012-01-31,204385,1
Jagged Alliance - Back in Action,2012-02-08,57740,3
Pineapple Smash Crew,2012-02-02,204390,2
Victoria II: A House Divided,2012-02-02,42968,2
PixelJunk™ Eden,2012-02-02,105800,2
Pixeljunk Eden Soundtrack,2012-02-02,105802,2
Snuggle Truck,2012-02-03,111100,1
Titan Attacks!,2012-02-03,203210,2
Dead Rising 2: Off the Record BBQ Chef Skills Pack,2012-02-06,45773,0
Dead Rising 2: Off the Record COSPLAY Skills Pack,2012-02-06,45774,0
Choplifter HD - Night Avenger Chopper,2012-02-14,205160,1
Crusader Kings II,2012-02-14,203770,3
Crusader Kings II: Dynasty Shields,2012-02-14,203772,1
Crusader Kings II: Mongol Faces,2012-02-14,203773,1
Xotic DLC: Pipe Works Expansion Pack,2012-02-15,92620,1
Choplifter HD - Zombie Zombie Zombie,2012-02-14,205120,0
Alan Wake,2012-02-16,108710,2
Train Simulator: Glasgow Airport Rail Link Route Add-On,2010-05-05,24065,3
Magicka: Lonely Island Cruise,2012-02-16,73039,1
Postal III,2011-12-21,10220,2
Starpoint Gemini,2012-02-16,108110,2
Dustforce Soundtrack,2012-02-17,65302,1
Realm of the Mad God,2012-02-20,200210,0
Hearts of Iron III: Dies Irae Stars & Stripes Spritepack,2012-02-20,42905,1
Saints Row: The Third - Gangstas in Space,2012-02-21,55381,2
Pickers,2012-02-22,204440,2
1000 Amps,2012-02-22,205690,1
Assassin's Creed® Revelations - The Lost Archive,2012-02-28,201882,2
Rayman® Origins,2012-03-29,207490,3
Painkiller: Recurring Evil,2012-02-29,206760,2
Spiral Knights: Operation Crimson Hammer,2012-02-29,206521,2
Train Simulator: DB Freight: 1970s Loco Add-On,2012-03-01,65249,2
Cities In Motion: Design Dreams,2012-02-29,206710,1
Vessel,2012-03-01,108500,3
iBomber Defense Pacific,2012-03-01,206690,1
Luxor Evolved,2012-03-01,205830,2
Alan Wake Collector's Edition Extras,2012-03-02,108726,2
The Sims™ 3 Showtime,2012-03-06,47932,3
Stacking,2012-03-06,115110,2
Containment: The Zombie Puzzler,2012-03-02,203560,1
Train Simulator: Cologne-Dusseldorf Route Add-On,2012-03-08,65246,3
Train Simulator: South West Trains Class 444 EMU Add-On,2012-03-08,65253,2
Wizorb,2012-03-14,207420,1
Defenders of Ardania,2012-03-14,73060,2
Jane's Advanced Strike Fighters,2012-03-08,207790,2
Bumbledore,2012-03-15,207710,1
Dungeon Defenders - President's Day Surprise,2012-03-15,204388,1
ToeJam & Earl in Panic on Funkotron,2012-03-14,71167,1
Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,2012-03-15,204382,1
Cubemen,2012-03-16,207250,1
Myst V,2012-03-16,208110,2
Dungeon Defenders Lucky Costume Pack,2012-03-16,208540,1
Space Ark,2012-03-16,19320,1
Ys: The Oath in Felghana,2012-03-19,207320,2
Take On Helicopters: Hinds,2012-03-20,65733,2
Waveform,2012-03-20,204180,1
Saints Row: The Third - The Trouble with Clones DLC,2012-03-20,55382,2
Mutant Storm: Reloaded,2012-03-21,110630,1
Warp,2012-03-21,102850,2
Kingdoms of Amalur: Reckoning - Legend of Dead Kel,2012-03-20,102510,2
Total War: Shogun 2 - Fall of the Samurai,2012-03-22,201271,3
Yesterday,2012-03-22,205840,2
Fowl Space,2012-03-21,109500,1
Crazy Machines Elements DLC - Collision Course & Mental Activity,2012-03-23,206416,1
Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,208630,2
Midnight Mysteries 4: Haunted Houdini,2012-03-28,208640,2
Tropico 4: Modern Times,2012-03-29,205630,2
3SwitcheD,2012-03-29,206610,2
Train Simulator: Freightliner Class 70 Loco Add-On,2012-03-29,65252,2
Dungeon Defenders: Series EV Hero DLC,2012-03-29,208541,1
Ridge Racer™ Unbounded,2012-03-29,202310,2
Hegemony Gold: Wars of Ancient Greece,2012-03-30,202690,2
Confrontation,2012-04-04,204560,2
Train Simulator: Settle to Carlisle Route Add-on,2012-04-05,65255,2
"Hack, Slash, Loot",2012-04-05,207430,2
Dungeon Defenders: Penny Arcade Character Pack,2012-04-05,202524,1
The White Laboratory Demo,2012-04-06,213530,0
Atooms to Moolecules Demo,2012-04-06,213390,0
Imagine Earth,2014-05-20,280720,3
Scary Girl,2012-04-09,202370,2
Airline Tycoon 2: Honey Airlines DLC,2012-04-19,206881,2
Risen 2: Dark Waters,2012-04-26,40390,2
Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,2012-04-26,204383,1
Risen 2: Dark Waters - A Pirate's Clothes DLC,2012-04-27,40391,1
Risen 2: Dark Waters - Treasure Isle DLC,2012-04-27,40392,1
Binary Domain,2012-04-27,203750,2
Analogue: A Hate Story,2012-04-27,209370,2
Toy Soldiers,2012-04-27,98300,2
Analogue: A Hate Story Soundtrack,2012-04-30,209373,1
Total War: SHOGUN 2 - Dragon War Battle Pack,2012-05-01,201277,2
Saints Row: The Third - Steelport Gangs Pack,2012-05-01,55397,1
Phantasy Star III: Generations of Doom,2012-05-02,211204,1
Phantasy Star II,2012-05-02,211203,1
The Revenge of Shinobi,2012-05-02,211207,1
Streets of Rage 3,2012-05-02,211206,1
Phantasy Star IV: The End of the Millennium,2012-05-02,211205,1
VectorMan 2,2012-05-02,211208,1
Sanctum: Yogscave (Free DLC),2012-05-03,91609,0
Train Simulator: Settle Carlisle Specials Add-On,2012-05-03,65258,3
Ticket to Ride - USA 1910,2012-05-24,108232,1
Wonder Boy in Monster World,2012-05-02,211209,1
Cities in Motion: Paris,2012-05-15,206714,1
Jagged Alliance - Back in Action: Shades of Red DLC,2012-05-15,203344,1
Serious Sam HD: The Second Encounter,2010-04-28,41014,3
Serious Sam HD: The Second Encounter - Legend of the Beast DLC,2012-05-15,41019,1
Nancy Drew®: Tomb of the Lost Queen,2012-05-16,210230,3
Dead Hungry Diner,2012-05-16,211800,1
Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,2012-05-17,65256,2
Train Simulator: Portsmouth Direct Line Route Add-On,2012-05-17,65218,2
Resident Evil: Operation Raccoon City,2012-05-18,209100,3
Alien Shooter 2 Conscription,2012-05-18,211010,2
Gratuitous Tank Battles,2012-05-17,205530,2
Farming Simulator Farming Classics Pack 4,2012-05-18,90207,2
Ticket to Ride - Europe,2012-05-24,108230,2
Ticket to Ride,2012-05-24,108200,2
Train Simulator: DB BR143 Loco Add-On,2012-05-24,208281,3
Train Simulator: Class 67 Diamond Jubilee Loco Add-On,2012-05-31,208284,1
Ys Origin,2012-05-31,207350,3
Dungeon Defenders: Talay Mining Complex Mission Pack,2012-05-31,208545,1
Max Payne 3 Rockstar Pass,2012-05-31,213370,2
Max Payne 3,2012-05-31,204100,3
Binary Domain - Multiplayer Map Pack,2012-06-01,203766,1
